video_id,angry,disgust,fear,happy,sad,surprise,neutral
1pjQLgUEYGE,2,0,0,0,0,0,0
1Q2726dksF0,0,0,0,0,0,0,0
1qfYdDy520c,0,0,0,1,0,0,0
1qJZY8TPodc,0,0,0,0,1,0,0
1qNpUS87Vk0,0,0,1,0,0,0,0
1qsI0Z4AMZU,0,0,0,0,0,0,0
1QVOON6hyyQ,0,0,0,0,0,0,0
1qxYwcE1McQ,0,0,0,1,0,0,0
1rbkR66i3Xo,0,0,0,0,0,0,0
1RHsAUyFCAM,0,0,0,0,1,0,0
1rnHmc1LmL8,0,0,0,1,0,0,0
1RPp7wgfn3o,2,0,0,0,0,0,0
1RVB1VDlDZo,0,0,0,0,1,0,0
1rw-0wH63_4,1,0,0,0,1,0,0
1RWxpoN4CDU,0,0,1,0,0,0,0
1S48K3HCXjE,0,0,1,0,0,0,0
1sCKqlnifsI,0,0,0,0,0,0,0
1sHg0DBsnmY,0,0,0,0,0,0,0
1spI3xK2uOM,0,0,0,0,0,0,0
1sTufvxotHg,0,0,0,0,1,0,0
1t97Z7_oDPw,0,0,0,1,0,0,0
1TGRg3lLb34,0,0,0,0,0,0,0
1THwiaXZfzA,0,0,0,0,0,0,0
1tjCi8z-7n8,0,0,0,0,0,0,0
1tKZ6joSXVc,0,0,0,0,1,0,0
1tnDItw0ZLc,0,0,0,0,0,0,0
1TvIJRIUNGo,0,0,0,1,0,0,0
1uf2hIAXG8w,0,0,1,0,0,0,0
1UQ9Y46s5PU,0,0,0,0,0,0,0
1UZb3FNBmPQ,0,0,1,3,0,0,0
1V1Xo9w1Nsw,1,0,0,0,0,0,1
1v2PV52WNLY,0,0,0,0,0,0,0
1Vd62VD4mHI,0,0,0,0,1,0,0
1vdl4pAtno4,0,0,0,0,1,0,1
1VgavI8a9hM,0,0,0,0,0,0,0
1vxfOvMZALs,0,0,0,0,0,0,0
1w0zQaXIsC8,0,0,0,0,0,0,0
1w9l4tBp9Vw,0,0,0,1,0,0,1
1WDtxYUC4fY,0,0,0,0,0,0,0
1WmGajlsq5M,0,0,0,1,0,0,1
1wNbW9iTm74,0,0,0,0,0,0,0
1x3smkB6cnM,0,0,0,0,0,0,1
1X6_49V91dQ,0,0,0,0,0,0,0
1xbt0ACMbiA,0,0,0,0,1,0,0
