video_id,angry,disgust,fear,happy,sad,surprise,neutral
39idVpFF7NQ,0,0,0,0,0,0,0
3A-3NaPA3QU,0,0,0,0,0,0,0
3a3vMfOCb3Q,0,0,0,0,0,0,0
3ATQvgkXT9E,0,0,0,0,0,0,0
3AV1GuBI-0Q,0,0,0,0,0,0,0
3b24Q8Bz7b4,0,0,0,0,0,0,0
3baKe4B3eyI,0,0,0,0,0,0,0
3BEpWWxPXSU,0,0,0,0,0,0,0
3BHcVPSD4p0,0,0,0,0,0,0,1
3BJU2drrtCM,0,0,0,0,0,0,0
3BNg4fDJC8A,1,0,0,0,0,0,0
3bzlb22qTvE,0,0,0,2,0,0,0
3ChgRbqGi-E,0,0,0,0,0,0,0
3db2XrU3__0,1,0,0,0,0,0,0
3DflRo_Vids,0,0,0,0,0,0,0
3D_ZODCSKXo,0,0,0,0,0,0,0
3eQP6JoxtKk,0,0,0,0,0,0,0
3Eu3N6KsWtY,0,0,0,0,0,0,0
3eY394uqk9Q,0,0,0,0,1,0,0
3fArI2PZBUo,0,0,0,0,0,0,0
3FnV82JEGPI,1,0,0,0,0,0,0
3frnBoqqI_Q,0,0,0,0,0,0,0
3g246c6Bv58,0,0,0,0,0,0,0
3g5O-kT9m8k,0,0,0,0,0,0,0
3gTyF-wLa-E,0,0,0,0,1,0,1
3GUYMZXyf9Y,0,0,0,0,0,0,0
3gx7O2H_Kmg,0,0,0,0,0,0,0
3Haf2k6R8sI,0,0,0,0,0,0,0
3HhK7HbX3Qs,0,0,0,0,0,0,0
3hn14sIQc6E,1,0,0,0,0,0,0
3HXIkBeKQ14,0,0,0,0,0,0,0
3IaL0li-LWU,0,0,0,0,0,0,0
3iUfzN4RAB8,0,0,0,0,0,0,0
3iXwXYflCSI,0,0,0,0,0,0,1
3j4ay18xokg,0,0,0,0,0,0,0
3j5eGupDWY4,0,0,0,0,0,0,0
3jcolXvi8IA,0,0,0,0,0,0,0
3jtjkXSvuJw,0,0,0,0,0,0,0
3K0wXkf0QAY,0,0,0,0,0,0,0
3K4WG7Tqza4,0,0,0,0,1,0,0
3k6RD9zVvpE,0,0,0,0,0,0,0
3kerBt7kuBU,1,0,0,1,0,0,0
3KmIMuLh4Vs,0,0,0,0,0,0,0
3lgcBZdMZxM,0,0,1,0,0,0,0
3LJh6TReA5w,0,0,0,0,0,0,0
3LNeBf7bOTU,0,0,0,0,0,0,0
3lynMqYvPnw,0,0,0,0,0,0,0
3L_a9HxXzS0,0,0,0,1,0,0,0
3MA_64gyaA0,0,0,0,0,0,0,0
3mB2fIt7vzw,0,0,0,0,0,0,0
3McYSX6jSIg,0,0,0,0,0,0,0
3Mg0SCxwvMo,0,0,0,0,0,0,0
3mRjN1Focog,0,0,0,0,0,0,0
3mUtNE82ZV4,0,0,0,0,0,0,0
3N3c3ZX6hoM,0,0,0,0,1,0,0
3nwwX-DEH1M,0,0,0,0,0,0,0
3oHhw_9bQk0,0,0,0,0,0,0,0
3ONSFeRy9iQ,0,0,0,0,0,0,0
3oXhLdeuxDw,0,0,0,0,0,0,0
3p-lyt78cyA,0,0,0,0,0,0,0
3pCCjHDPq6U,0,0,0,0,0,0,0
3pTpz76vZfc,0,0,0,0,0,0,0
3pxyo7eSknc,0,0,0,0,0,0,0
3Q2j5ApzSqs,0,0,1,0,0,0,0
3qYt_fXdaXY,0,0,0,0,0,0,0
3rApMBPh15M,0,0,0,0,0,0,0
3RdLd4imW6U,0,0,0,0,0,0,0
3rhw4KgcvFM,0,0,0,0,0,0,0
3rIjcRK_BNU,0,0,0,0,0,0,0
3rkXFyt7EXw,0,0,0,0,0,0,0
3RlbqOl_4NA,0,0,0,0,0,0,0
3rVFuscWyC8,0,0,0,0,0,0,0
3S6HQGHqQa0,0,0,1,0,0,0,1
3Sa8G-VR13Q,0,0,0,0,0,0,0
3shrder58iU,0,0,0,0,0,0,0
3SlG3sE8Ytg,0,0,0,0,0,0,0
3SqtO2VXsPI,0,0,0,0,0,0,0
3tjHS7JRB4c,0,0,0,0,0,0,0
3ToRIUoXmIw,0,0,0,0,0,0,0
3TPY4TKo6uQ,1,0,0,0,0,0,0
3tUCuMSPQwE,0,0,0,0,0,0,0
3tUSDKhcxcc,0,0,0,0,0,0,1
3TwiPa39WnM,0,0,0,0,0,0,0
3tYpfAPVEs0,0,0,0,0,1,0,1
3uGIEY7tdg8,0,0,0,0,0,0,1
3UoKswz6OQc,0,0,0,0,0,0,0
3v0c6smpHSk,0,0,0,0,0,0,0
3VbHg5fqBYw,0,0,0,0,1,0,0
3VLNxH9uX6Y,0,0,0,0,0,0,0
3V_rqb6Nuc4,0,0,0,0,1,0,0
3WlhLmh7uiQ,0,0,0,0,0,0,0
3wnHiK5sKgA,0,0,0,0,0,0,0
3Xb3eOH4PMA,0,0,0,0,0,0,0
3XIV3mfc8S0,0,0,0,0,0,0,0
3XklsSF53pc,0,0,0,0,0,0,0
3y75zBl37f8,0,0,0,1,0,0,0
3yt4JsB9psg,0,0,0,0,1,0,0
3YVzBkKAbAs,0,0,0,0,0,0,0
3yy-dKTmyOo,0,0,0,0,0,0,0
3Z6kYVQC83E,0,0,0,0,0,0,0
3Zew8pLSlwQ,0,0,0,0,0,0,0
3_keXD1yV3E,0,0,0,1,0,0,0
4-flcAEK0QI,0,0,0,0,0,0,0
40JxGkIspck,0,0,0,2,0,0,0
40zKzYxwaF0,0,0,0,0,0,0,0
41d9Bd7m8js,0,0,0,1,0,0,0
41kp6qN1Crg,0,0,0,0,0,0,0
41oqd-mogW8,0,0,0,0,0,0,0
41PTANtZFW0,0,0,1,0,0,0,0
41QT769qVY0,0,0,0,0,0,0,0
425M4M3Opkk,0,0,0,0,0,0,0
42FRgdjveGU,0,0,0,0,1,0,0
42ZE4DCJkEo,0,0,0,0,0,0,0
43hsIO_Jxtg,0,0,0,0,0,0,0
44NYFvhXmW8,0,0,0,0,0,0,0
44szOPIixaU,0,0,0,0,0,0,0
44W9qstI8H8,0,0,0,0,0,0,0
45dj8U3xSFU,0,0,0,0,0,0,0
45tSUnisIos,0,0,0,0,0,0,0
46KwY26PeOs,0,0,0,0,0,0,0
